ID;Name;Category;Area;Length;Species;Impact;Regional
002-2358-R;Vølodalstjørni bekkefelt;River;NA;25.31;Phoxinus phoxinus;SE;TRUE
002-2375-R;Rena (Løpsjøen - Rena);River;NA;5.5;Salvelinus namaycush;LO;FALSE
002-240-L;Lyngen;Lake;1.31;NA;Phoxinus phoxinus;SE;TRUE
002-242-L;Myklebysjøen;Lake;2.368;NA;Phoxinus phoxinus;SE;TRUE
002-245-L;Narsjøen;Lake;1.954;NA;Phoxinus phoxinus;SE;TRUE
002-246-L;Store Hittersjøen;Lake;1.145;NA;Phoxinus phoxinus;SE;TRUE
002-2484-R;Loni;River;NA;10.54;Phoxinus phoxinus;SE;TRUE
002-2485-R;Flekka bekkefelt;River;NA;26.83;Phoxinus phoxinus;SE;TRUE
002-2488-R;Grovi;River;NA;7.32;Phoxinus phoxinus;SE;TRUE
002-2491-R;Tessa bekkefelt;River;NA;6.05;Phoxinus phoxinus;SE;TRUE
002-2492-R;Grovi bekkefelt;River;NA;22.82;Phoxinus phoxinus;SE;TRUE
002-2499-L;Raudsjøen;Lake;1.123;NA;Esox lucius;SE;TRUE
002-2499-L;Raudsjøen;Lake;1.123;NA;Phoxinus phoxinus;SE;TRUE
002-250-L;Nord-Mesna;Lake;6.044;NA;Esox lucius;SE;TRUE
002-250-L;Nord-Mesna;Lake;6.044;NA;Phoxinus phoxinus;SE;TRUE
002-250-L;Nord-Mesna;Lake;6.044;NA;Phoxinus phoxinus;SE;TRUE
002-250-L;Nord-Mesna;Lake;6.044;NA;Phoxinus phoxinus;SE;TRUE
002-250-L;Nord-Mesna;Lake;6.044;NA;Phoxinus phoxinus;SE;TRUE
002-251-L;Øyangen;Lake;4.035;NA;Phoxinus phoxinus;SE;TRUE
002-2527-R;Skeiselva;River;NA;17.75;Phoxinus phoxinus;SE;TRUE
002-2528-R;Skeiselva bekkefelt;River;NA;NA;Phoxinus phoxinus;SE;TRUE
002-252-L;Hersjøen;Lake;2.292;NA;Esox lucius;SE;TRUE
002-252-L;Hersjøen;Lake;2.292;NA;Phoxinus phoxinus;SE;TRUE
002-2530-R;Killielva;River;NA;10.51;Phoxinus phoxinus;SE;TRUE
002-2533-R;Augga;River;NA;11.14;Phoxinus phoxinus;SE;TRUE
002-2534-R;Dritua;River;NA;5.72;Phoxinus phoxinus;SE;TRUE
002-2536-R;Espedalselva, bekkefelt;River;NA;31.22;Phoxinus phoxinus;SE;TRUE
002-2547-R;Mørka;River;NA;38.78;Phoxinus phoxinus;SE;TRUE
002-2549-R;Mylla, bekkefelt;River;NA;23.82;Phoxinus phoxinus;SE;TRUE
002-254-L;Skjelbreia;Lake;2.714;NA;Phoxinus phoxinus;SE;TRUE
002-2552-R;Myllselva;River;NA;9.15;Phoxinus phoxinus;SE;TRUE
002-2553-R;Myllselva bekkefelt;River;NA;16.13;Phoxinus phoxinus;SE;TRUE
002-2558-R;Vismunda, øvre del;River;NA;25.4;Phoxinus phoxinus;SE;TRUE
002-2559-R;Vismund øvre del, sideelver;River;NA;203.26;Phoxinus phoxinus;SE;TRUE
002-2578-R;Oppstadåa;River;NA;10.39;Aphanomyces astaci;SE;FALSE
002-2579-R;Oppstadåa bekkefelt;River;NA;18.35;Aphanomyces astaci;SE;FALSE
002-2579-R;Oppstadåa bekkefelt;River;NA;18.35;Aphanomyces astaci;SE;FALSE
002-257-L;Sjusjøen;Lake;1.249;NA;Esox lucius;SE;TRUE
002-257-L;Sjusjøen;Lake;1.249;NA;Phoxinus phoxinus;SE;TRUE
002-2582-R;Grevsjøenelva;River;NA;5.84;Esox lucius;SE;TRUE
002-2582-R;Grevsjøenelva;River;NA;5.84;Elodea canadensis;SE;FALSE
002-2582-R;Grevsjøenelva;River;NA;5.84;Phoxinus phoxinus;SE;TRUE
002-2583-R;Helgedalselva;River;NA;NA;Esox lucius;SE;TRUE
002-2583-R;Helgedalselva;River;NA;NA;Elodea canadensis;SE;FALSE
002-2583-R;Helgedalselva;River;NA;NA;Phoxinus phoxinus;SE;TRUE
002-2586-R;Børterelva;River;NA;5.93;Phoxinus phoxinus;SE;TRUE
002-258-L;Reinsvatnet;Lake;3.881;NA;Phoxinus phoxinus;SE;TRUE
002-2605-R;Moksa ned til intaksdam;River;NA;NA;Phoxinus phoxinus;SE;TRUE
002-2606-R;Goppollåa;River;NA;2.96;Phoxinus phoxinus;SE;TRUE
002-2609-R;Ner-Åsta;River;NA;13.94;Phoxinus phoxinus;SE;TRUE
002-2611-R;Lyngåa;River;NA;11.04;Phoxinus phoxinus;SE;TRUE
002-261-L;Våsjøen;Lake;1.006;NA;Phoxinus phoxinus;SE;TRUE
002-2620-R;Hynna ;River;NA;19.7;Phoxinus phoxinus;SE;TRUE
002-2634-R;Vesleelva bekkefelt sørsiden;River;NA;18.24;Phoxinus phoxinus;SE;TRUE
002-2639-R;Storelva;River;NA;13.04;Phoxinus phoxinus;SE;TRUE
002-263-L;Goppollvatnet;Lake;1.465;NA;Phoxinus phoxinus;SE;TRUE
002-2641-R;Stokkelva ;River;NA;NA;Phoxinus phoxinus;SE;TRUE
002-2649-R;Stokkelva sidebekker sørsiden;River;NA;74.11;Phoxinus phoxinus;SE;TRUE
002-2650-R;Storelva bekkefelt;River;NA;116.45;Phoxinus phoxinus;SE;TRUE
002-2655-R;Stokkelva sideelver norsiden;River;NA;100.94;Phoxinus phoxinus;SE;TRUE
002-2659-R;Presteseterbekken;River;NA;2.76;Phoxinus phoxinus;SE;TRUE
002-265-L;Feforvatnet;Lake;2.772;NA;Phoxinus phoxinus;SE;TRUE
002-2661-R;Bekk nordøst Reinsvoll;River;NA;2.33;Phoxinus phoxinus;SE;TRUE
002-2666-R;Skreppelva/Hågårelva;River;NA;16.3;Phoxinus phoxinus;SE;TRUE
002-2668-R;Bekk til Skogly;River;NA;4.31;Phoxinus phoxinus;SE;TRUE
002-266-L;Breidsjøen;Lake;1.494;NA;Phoxinus phoxinus;SE;TRUE
002-2674-R;Brennbekken;River;NA;4.29;Phoxinus phoxinus;SE;TRUE
002-267-L;Espedalsvatnet;Lake;4.45;NA;Phoxinus phoxinus;SE;TRUE
002-2684-R;Vesleelva ;River;NA;19.03;Phoxinus phoxinus;SE;TRUE
002-2686-R;Hunndalen;River;NA;3.35;Phoxinus phoxinus;SE;TRUE
002-2687-R;Vesleelva bekkefelt nordsiden;River;NA;50.15;Phoxinus phoxinus;SE;TRUE
002-268-L;Slangen;Lake;0.869;NA;Phoxinus phoxinus;SE;TRUE
002-2690-R;Elva mellom Sillongen og Slomma;River;NA;0.51;Phoxinus phoxinus;SE;TRUE
002-2692-R;Elva mellom Kauserudtjernet og Slomma;River;NA;0.45;Phoxinus phoxinus;SE;TRUE
002-2694-R;Vesleelva;River;NA;4.81;Phoxinus phoxinus;SE;TRUE
002-2696-R;Ihlebekken;River;NA;1.73;Phoxinus phoxinus;SE;TRUE
002-2698-R;Hørsrudbekken;River;NA;0.76;Phoxinus phoxinus;SE;TRUE
002-2699-R;Vesleelva sidebekk;River;NA;0.7;Phoxinus phoxinus;SE;TRUE
002-269-L;Ingulssjøen;Lake;1.608;NA;Phoxinus phoxinus;SE;TRUE
002-2701-R;Brandelva nedre del;River;NA;11.82;Phoxinus phoxinus;SE;TRUE
002-2708-R;Homla øvre del;River;NA;19.39;Phoxinus phoxinus;SE;TRUE
002-2709-R;Lenaelva, øvre del;River;NA;7.7;Phoxinus phoxinus;SE;TRUE
002-270-L;Store Åkrevatnet;Lake;2.01;NA;Phoxinus phoxinus;SE;TRUE
002-2710-R;Lenaelva, øvre del bekkefelt;River;NA;11.21;Phoxinus phoxinus;SE;TRUE
002-2713-R;Homla nedre del;River;NA;1.83;Phoxinus phoxinus;SE;TRUE
002-2715-R;Lenaelva, ytre Kolbu;River;NA;6.61;Phoxinus phoxinus;SE;TRUE
002-2716-R;Lenaelva Ytre Kolbu bekkefelt;River;NA;12.98;Phoxinus phoxinus;SE;TRUE
002-2718-R;Riseelva, nedre del;River;NA;6.65;Phoxinus phoxinus;SE;TRUE
002-2719-R;Riseelva, bekkefelt;River;NA;9.31;Phoxinus phoxinus;SE;TRUE
002-271-L;Øvre Sikkilsdalsvatnet;Lake;1.321;NA;Phoxinus phoxinus;SE;TRUE
002-2720-R;Riseelva, øvre del;River;NA;2.19;Phoxinus phoxinus;SE;TRUE
002-2722-R;Slukelva mellom Fiskelausen og Skjeppsjøen;River;NA;1.91;Phoxinus phoxinus;SE;TRUE
002-2724-R;Slukelva nedre del;River;NA;5.56;Phoxinus phoxinus;SE;TRUE
002-2725-R;Slukelva bekkefelt;River;NA;22.97;Phoxinus phoxinus;SE;TRUE
002-2726-R;Lenaelva, mellom Bråstad og Lena bekkefelt;River;NA;36.79;Phoxinus phoxinus;SE;TRUE
002-272-L;Øvre Heimdalsvatnet;Lake;0.779;NA;Phoxinus phoxinus;SE;TRUE
002-2731-R;Høversjøen bekkefelt;River;NA;86.8;Phoxinus phoxinus;SE;TRUE
002-2733-R;Brennsæterelva;River;NA;6.06;Phoxinus phoxinus;SE;TRUE
002-2735-R;Høverelva bekkefelt;River;NA;25.77;Phoxinus phoxinus;SE;TRUE
002-2736-R;Mosåa nedenfor Moksjøen ;River;NA;5.58;Phoxinus phoxinus;SE;TRUE
002-2737-R;Mosåa nedenfor Moksjøen sidebekker;River;NA;9.57;Phoxinus phoxinus;SE;TRUE
002-2738-R;Mosåa avrenning fra Hafjell ;River;NA;1.08;Phoxinus phoxinus;SE;TRUE
002-2739-R;Mosåa avrenning fra Hafjell sidebekker;River;NA;8.91;Phoxinus phoxinus;SE;TRUE
002-2740-R;Tilførselselver til Moksa ;River;NA;35.48;Phoxinus phoxinus;SE;TRUE
002-2741-R;Tilførselselver til Moksa ;River;NA;NA;Phoxinus phoxinus;SE;TRUE
002-2744-R;Elva nedstrøms Ukkstjønnet;River;NA;1.05;Phoxinus phoxinus;SE;TRUE
002-2746-R;Nordåa;River;NA;1.31;Phoxinus phoxinus;SE;TRUE
002-2747-R;Stuva - elv mellom Mellsjøen og Kroksjøen;River;NA;0.82;Phoxinus phoxinus;SE;TRUE
002-2754-R;Åsta;River;NA;15.25;Phoxinus phoxinus;SE;TRUE
002-2758-R;Nordåa ned til kraftverk;River;NA;13.75;Phoxinus phoxinus;SE;TRUE
002-2761-R;Freska;River;NA;NA;Phoxinus phoxinus;SE;TRUE
002-2763-R;Nordåa bekkefelt;River;NA;NA;Phoxinus phoxinus;SE;TRUE
002-2764-R;Tromsa opp til storfallet. ;River;NA;8.72;Phoxinus phoxinus;SE;TRUE
002-2766-R;Vetåa og Tromsa øvre del;River;NA;NA;Phoxinus phoxinus;SE;TRUE
002-2767-R;Breia;River;NA;70.26;Phoxinus phoxinus;SE;TRUE
002-2769-R;Svinåa;River;NA;7.35;Phoxinus phoxinus;SE;TRUE
002-2770-R;Svinåa bekkefelt;River;NA;76.54;Phoxinus phoxinus;SE;TRUE
002-2771-R;Sivesindbekken;River;NA;3.47;Phoxinus phoxinus;SE;TRUE
002-2773-R;Sidevassdrag til Lågen i Lillehammer;River;NA;24.51;Phoxinus phoxinus;SE;TRUE
002-2776-R;Benna;River;NA;9.67;Phoxinus phoxinus;SE;TRUE
002-2782-R;Strandelva;River;NA;51.76;Phoxinus phoxinus;SE;TRUE
002-2783-R;Vekkom – sidevassdrag til Lågen;River;NA;41.03;Phoxinus phoxinus;SE;TRUE
002-2787-R;Jøra fra Benna til samløp Augga ;River;NA;37.26;Phoxinus phoxinus;SE;TRUE
002-2790-R;Astridbekken;River;NA;20.03;Phoxinus phoxinus;SE;TRUE
002-2814-R;Ramstadbekken;River;NA;19.67;Phoxinus phoxinus;SE;TRUE
002-2842-R;Tilløpselver til Espedalsvatn nordøst;River;NA;52.61;Phoxinus phoxinus;SE;TRUE
002-2847-R;Mesnaelva fra Nord-Mesna til Kroken;River;NA;NA;Esox lucius;SE;TRUE
002-2847-R;Mesnaelva fra Nord-Mesna til Kroken;River;NA;NA;Phoxinus phoxinus;SE;TRUE
002-2848-R;Nord-Mesna sidebekker;River;NA;NA;Esox lucius;SE;TRUE
002-2857-R;Jøra bekkefelt Svatsum;River;NA;NA;Phoxinus phoxinus;SE;TRUE
002-285-L;Kroksjøen;Lake;1.483;NA;Phoxinus phoxinus;SE;TRUE
002-286-L;Mellsjøen;Lake;1.237;NA;Phoxinus phoxinus;SE;TRUE
002-287-L;Lemonsjøen;Lake;3.625;NA;Phoxinus phoxinus;SE;TRUE
002-2965-R;Blekua;River;NA;21.32;Oncorhynchus mykiss;HI;FALSE
002-2965-R;Blekua;River;NA;21.32;Phoxinus phoxinus;SE;TRUE
002-2974-R;Tilløp Gjersjøen;River;NA;38.34;Phoxinus phoxinus;SE;TRUE
002-2981-R;Gjera;River;NA;70.32;Phoxinus phoxinus;SE;TRUE
002-2983-R;Magnilla;River;NA;171.11;Phoxinus phoxinus;SE;TRUE
002-2997-R;Tomter;River;NA;4.89;Phoxinus phoxinus;SE;TRUE
002-30407-L;Nedre Leirungen;Lake;1.028;NA;Phoxinus phoxinus;SE;TRUE
002-30530-L;Rjupetjernet;Lake;0.401;NA;Phoxinus phoxinus;SE;TRUE
002-30541-L;Dryllin;Lake;1.35;NA;Phoxinus phoxinus;SE;TRUE
002-30590-L;Vølodalstjørni;Lake;0.872;NA;Phoxinus phoxinus;SE;TRUE
002-3073-R;Gryta, nedre del;River;NA;2.04;Phoxinus phoxinus;SE;TRUE
002-3075-R;Gryta, øvre del;River;NA;15.83;Phoxinus phoxinus;SE;TRUE
002-3076-R;Jøra øvre deler, bekkefelt;River;NA;4.03;Phoxinus phoxinus;SE;TRUE
002-3077-R;Haukåa nedre del;River;NA;0.38;Phoxinus phoxinus;SE;TRUE
002-3080-R;Jøra fra Benna til samløp Augga bekkefelt;River;NA;150.19;Phoxinus phoxinus;SE;TRUE
002-3081-R;Bekker til overføringskanal Roppdammen - dam 816 moh;River;NA;NA;Phoxinus phoxinus;SE;TRUE
002-3082-R;Jøra fra Benna til samløp Augga bekkefelt;River;NA;15.63;Phoxinus phoxinus;SE;TRUE
002-3083-R;Haukåa;River;NA;8.44;Phoxinus phoxinus;SE;TRUE
002-3091-R;Borga, øvre del;River;NA;3.12;Phoxinus phoxinus;SE;TRUE
002-3095-R;Storøvlingen, tilløpsbekker;River;NA;13.69;Phoxinus phoxinus;SE;TRUE
002-3099-R;Øvlingsåa;River;NA;2.94;Phoxinus phoxinus;SE;TRUE
002-3101-L;Varsjøen;Lake;0.538;NA;Phoxinus phoxinus;SE;TRUE
002-3105-R;Storelva;River;NA;5;Phoxinus phoxinus;SE;TRUE
002-3107-L;Heia;Lake;0.518;NA;Phoxinus phoxinus;SE;TRUE
002-3121-R;Glåma, Rien - Aursunden;River;NA;11.88;Phoxinus phoxinus;SE;TRUE
002-3139-R;Hydda, nedre;River;NA;3.35;Phoxinus phoxinus;SE;TRUE
002-3149-R;Borga, nedre del;River;NA;3.26;Phoxinus phoxinus;SE;TRUE
002-3162-R;Vikbekken med sidebekker;River;NA;15.93;Phoxinus phoxinus;SE;TRUE
002-3176-R;Billaelva, Storhittersjøen - samløp Tellebondbekken;River;NA;2.16;Phoxinus phoxinus;SE;TRUE
002-3178-R;Billaelva, samløp Tellebonbekken - Djupsjøen;River;NA;2.92;Phoxinus phoxinus;SE;TRUE
002-3201-R;Langsbekken;River;NA;2.98;Phoxinus phoxinus;SE;TRUE
002-32103-L;Vuluvatnet;Lake;0.756;NA;Phoxinus phoxinus;SE;TRUE
002-3214-R;Glåma, Orvos - Samløp Håelva;River;NA;7.85;Phoxinus phoxinus;SE;TRUE
002-3225-L;Bølertjern;Lake;0.784;NA;Phoxinus phoxinus;SE;TRUE
002-32316-L;Setningsjøen;Lake;0.711;NA;Phoxinus phoxinus;SE;TRUE
002-32325-L;Vålåsjøen;Lake;0.629;NA;Phoxinus phoxinus;SE;TRUE
002-32333-L;Sylvetjørni;Lake;0.464;NA;Phoxinus phoxinus;SE;TRUE
002-32345-L;Flakken;Lake;0.171;NA;Phoxinus phoxinus;SE;TRUE
002-32346-L;Årvillingen;Lake;0.256;NA;Phoxinus phoxinus;SE;TRUE
002-32408-L;Meringsdalsvatnet;Lake;0.671;NA;Phoxinus phoxinus;SE;TRUE
002-3245-R;Glomma (Samløp Håelva  - Os);River;NA;11.65;Phoxinus phoxinus;SE;TRUE
002-32462-L;Muruvatnet;Lake;0.363;NA;Phoxinus phoxinus;SE;TRUE
002-3251-R;Strømmeelva;River;NA;2.01;Phoxinus phoxinus;SE;TRUE
002-3253-R;Steffaelva;River;NA;0.5;Phoxinus phoxinus;SE;TRUE
002-32555-L;Fagerlivatnet;Lake;0.61;NA;Phoxinus phoxinus;SE;TRUE
002-32558-L;Jetningen;Lake;0.671;NA;Phoxinus phoxinus;SE;TRUE
002-32582-L;Øyangen;Lake;0.915;NA;Phoxinus phoxinus;SE;TRUE
002-3266-R;Håelva;River;NA;16.03;Phoxinus phoxinus;SE;TRUE
002-32689-L;Ner-Åsta;Lake;0.539;NA;Phoxinus phoxinus;SE;TRUE
002-3270-R;Litleelva;River;NA;0.65;Phoxinus phoxinus;SE;TRUE
002-32712-L;Sandvatnet/Kaldfjorden/Øyvatnet;Lake;19.178;NA;Phoxinus phoxinus;SE;TRUE
002-32719-L;Sjøsætervatnet;Lake;0.573;NA;Elodea canadensis;SE;FALSE
002-32719-L;Sjøsætervatnet;Lake;0.573;NA;Phoxinus phoxinus;SE;TRUE
002-32747-L;Øvre og Nedre Hersjøen;Lake;1.402;NA;Phoxinus phoxinus;SE;TRUE
002-32795-L;Sanddalstjernet;Lake;0.201;NA;Phoxinus phoxinus;SE;TRUE
002-32818-L;Øvre Ongsjøen;Lake;0.63;NA;Phoxinus phoxinus;SE;TRUE
002-3281-R;Feragselva;River;NA;5.03;Phoxinus phoxinus;SE;TRUE
002-32895-L;Nedre Moksjø;Lake;0.073;NA;Phoxinus phoxinus;SE;TRUE
002-3291-R;Elva;River;NA;2.41;Phoxinus phoxinus;SE;TRUE
002-32956-L;Ukstjønnet;Lake;0.087;NA;Phoxinus phoxinus;SE;TRUE
002-3297-R;Langtjørnkanalen;River;NA;0.31;Phoxinus phoxinus;SE;TRUE
002-32981-L;Nevelvatnet;Lake;0.587;NA;Phoxinus phoxinus;SE;TRUE
002-33074-L;Avskåkån;Lake;0.618;NA;Esox lucius;SE;TRUE
002-33074-L;Avskåkån;Lake;0.618;NA;Phoxinus phoxinus;SE;TRUE
002-33163-L;nordre Sjogvatnet;Lake;0.926;NA;Phoxinus phoxinus;SE;TRUE
002-3394-R;Rien, tilløpsbekker;River;NA;109.25;Phoxinus phoxinus;SE;TRUE
002-3395-R;Langvikbekken;River;NA;26.97;Phoxinus phoxinus;SE;TRUE
002-3424-R;Vigga - Bjørnerudelva;River;NA;9.94;Phoxinus phoxinus;SE;TRUE
002-34413-L;Fundin;Lake;10.4;NA;Phoxinus phoxinus;SE;TRUE
002-34729-L;Flisarvatnet;Lake;0.733;NA;Phoxinus phoxinus;SE;TRUE
002-3474-R;Småbekker til Lågen vestsiden (Øyer vest);River;NA;49.78;Phoxinus phoxinus;SE;TRUE
002-3480-R;Grunnesåa;River;NA;6.43;Phoxinus phoxinus;SE;TRUE
002-3481-R;Djupsåa;River;NA;2.38;Phoxinus phoxinus;SE;TRUE
002-34932-L;Storøvlingen;Lake;0.551;NA;Phoxinus phoxinus;SE;TRUE
002-3496-R;Vingersnoret;River;NA;2.64;Aphanomyces astaci;SE;FALSE
002-3514-R;Sidebekker til Tromsa;River;NA;33.86;Phoxinus phoxinus;SE;TRUE
002-35326-L;Tufsingen;Lake;1.37;NA;Phoxinus phoxinus;SE;TRUE
002-3532-R;Hyttelva;River;NA;2.57;Phoxinus phoxinus;SE;TRUE
002-35338-L;Langen;Lake;0.773;NA;Phoxinus phoxinus;SE;TRUE
002-35347-L;Stikkillen;Lake;0.953;NA;Phoxinus phoxinus;SE;TRUE
002-35354-L;Hittersjøen;Lake;0.505;NA;Phoxinus phoxinus;SE;TRUE
002-3539-R;Tilløpsbekker Nitelva fra nord, E6 - RV 120;River;NA;2.45;Phoxinus phoxinus;SE;TRUE
002-35429-L;Store Gjersjøen;Lake;0.628;NA;Phoxinus phoxinus;SE;TRUE
002-35443-L;Langtjørna;Lake;1.074;NA;Phoxinus phoxinus;SE;TRUE
002-3560-R;Tilførselsbekker til Nitelva, Rotnes- Kjeller;River;NA;66.07;Phoxinus phoxinus;SE;TRUE
002-3561-R;Nitelva Åneby-Slattum;River;NA;14.1;Elodea canadensis;SE;FALSE
002-3569-R;Galåa Høsa Kvernbekken m fl;River;NA;103.42;Phoxinus phoxinus;SE;TRUE
002-3604-R;Nordbyåa;River;NA;2.85;Phoxinus phoxinus;SE;TRUE
002-3605-R;Nordbysjøen bekkefelt;River;NA;4.24;Phoxinus phoxinus;SE;TRUE
002-3607-R;Bekker Flateby - Uller;River;NA;18.64;Phoxinus phoxinus;SE;TRUE
002-3608-R;Gjeddevann bekkefelt;River;NA;1.43;Phoxinus phoxinus;SE;TRUE
002-3609-R;Byåa;River;NA;2.38;Phoxinus phoxinus;SE;TRUE
002-3610-R;Kampåa nedre;River;NA;11.2;Phoxinus phoxinus;SE;TRUE
002-3612-R;Skjerbekken til dam;River;NA;3.57;Phoxinus phoxinus;SE;TRUE
002-3614-R;Kampåa nedre bekkefelt;River;NA;20.49;Phoxinus phoxinus;SE;TRUE
002-3615-R;Skjerbekken oppstrøms dam;River;NA;13.46;Phoxinus phoxinus;SE;TRUE
002-3617-R;Kampåa øvre;River;NA;12.1;Phoxinus phoxinus;SE;TRUE
002-3618-R;Kampåa øvre bekkefelt;River;NA;40.82;Phoxinus phoxinus;SE;TRUE
002-3619-R;Ua Kampåa - Glomma;River;NA;2.32;Phoxinus phoxinus;SE;TRUE
002-3621-R;Ua Kampåa - Glomma bekkefelt;River;NA;14.61;Phoxinus phoxinus;SE;TRUE
002-3623-R;Ua dam ved Bergvad - Kampåa;River;NA;9.02;Phoxinus phoxinus;SE;TRUE
002-3623-R;Ua dam ved Bergvad - Kampåa;River;NA;9.02;Phoxinus phoxinus;SE;TRUE
002-3625-R;Ua dam ved Bergvad - Kampåa bekkefelt;River;NA;29.57;Phoxinus phoxinus;SE;TRUE
002-3626-R;Fallåa;River;NA;14.62;Phoxinus phoxinus;SE;TRUE
002-3627-R;Fallåa bekkefelt;River;NA;86.36;Phoxinus phoxinus;SE;TRUE
002-3628-R;Sagstuåa øvre;River;NA;3.83;Phoxinus phoxinus;SE;TRUE
002-3630-R;Sagstuåa øvre bekkefelt;River;NA;36.04;Phoxinus phoxinus;SE;TRUE
002-3632-R;Sagstuåa nedre;River;NA;10.75;Phoxinus phoxinus;SE;TRUE
002-3634-R;Sagstuåa nedre bekkefelt;River;NA;21.9;Phoxinus phoxinus;SE;TRUE
002-3634-R;Sagstuåa nedre bekkefelt;River;NA;21.9;Phoxinus phoxinus;SE;TRUE
002-3635-R;Sagstusjøen bekkefelt;River;NA;89.3;Phoxinus phoxinus;SE;TRUE
002-3646-R;Bølertjern bekkefelt;River;NA;0.73;Phoxinus phoxinus;SE;TRUE
002-3647-R;Kvernhusbekken;River;NA;3.75;Phoxinus phoxinus;SE;TRUE
002-3649-R;Glomma Bingsfossen - Øyeren;River;NA;17.16;Aphanomyces astaci;SE;FALSE
002-3651-R;Glomma Rånåsfoss - Bingsfossen;River;NA;5.66;Aphanomyces astaci;SE;FALSE
002-3653-R;Glomma Dyståa - Funnefoss;River;NA;5.43;Aphanomyces astaci;SE;FALSE
002-3654-R;Glomma Funnefoss - Rånåsfoss;River;NA;22.51;Aphanomyces astaci;SE;FALSE
002-3655-R;Gansåa;River;NA;35.09;Phoxinus phoxinus;SE;TRUE
002-3656-R;Ulverudåa;River;NA;27.66;Phoxinus phoxinus;SE;TRUE
002-3657-R;Tilløpsvassdrag til Glomma ved Funnefoss;River;NA;9.82;Phoxinus phoxinus;SE;TRUE
002-3689-R;Krokstadåa;River;NA;26.5;Phoxinus phoxinus;SE;TRUE
002-3692-R;Stensrudåa - Korsåa;River;NA;14.94;Phoxinus phoxinus;SE;TRUE
002-3699-R;Fallåa;River;NA;12.28;Phoxinus phoxinus;SE;TRUE
002-3701-R;Elv fra Asketjennet;River;NA;2.99;Phoxinus phoxinus;SE;TRUE
002-3702-R;Fallåa bekkefelt;River;NA;38.83;Phoxinus phoxinus;SE;TRUE
002-3703-R;Stensrudåa - Korsåa bekkefelt;River;NA;44.04;Phoxinus phoxinus;SE;TRUE
002-3735-R;Mosjøen bekkefelt;River;NA;5.02;Phoxinus phoxinus;SE;TRUE
002-3738-R;Børtervanna bekkefelt;River;NA;33.44;Phoxinus phoxinus;SE;TRUE
002-3740-R;Elv mellom Mosjøen og Raudsjøen;River;NA;0.05;Phoxinus phoxinus;SE;TRUE
002-3741-R;Elv fra Raudsjøen;River;NA;1.53;Phoxinus phoxinus;SE;TRUE
002-3753-R;Lysjøen bekkefelt;River;NA;11.37;Esox lucius;SE;TRUE
002-3753-R;Lysjøen bekkefelt;River;NA;11.37;Rutilus rutilus;HI;TRUE
002-3754-R;Lysjøåa;River;NA;4.2;Esox lucius;SE;TRUE
002-3754-R;Lysjøåa;River;NA;4.2;Rutilus rutilus;HI;TRUE
002-3754-R;Lysjøåa;River;NA;4.2;Phoxinus phoxinus;SE;TRUE
002-3766-R;Elv mellom Fløyta og Jønsjøen;River;NA;0.17;Phoxinus phoxinus;SE;TRUE
002-3768-R;Jønsjøen bekkefelt;River;NA;12.41;Phoxinus phoxinus;SE;TRUE
002-3770-R;Fløyta bekkefelt;River;NA;8.97;Phoxinus phoxinus;SE;TRUE
002-3774-R;Rennåa;River;NA;2.74;Phoxinus phoxinus;SE;TRUE
002-3775-R;Rennåa bekkefelt;River;NA;10.34;Phoxinus phoxinus;SE;TRUE
002-3777-R;Jøndalsåa;River;NA;5.15;Phoxinus phoxinus;SE;TRUE
002-3778-R;Jøndalsåa bekkefelt;River;NA;7.08;Phoxinus phoxinus;SE;TRUE
002-3779-R;Åa;River;NA;5.1;Phoxinus phoxinus;SE;TRUE
002-3781-R;Søndre Holsjøen bekkefelt;River;NA;5.37;Phoxinus phoxinus;SE;TRUE
002-3782-R;Åa bekkefelt;River;NA;17.5;Phoxinus phoxinus;SE;TRUE
002-3789-R;Risa;River;NA;9.82;Elodea canadensis;SE;FALSE
002-3790-R;Risa bekkefelt;River;NA;18.2;Elodea canadensis;SE;FALSE
002-3794-R;Store Svartungen - Svartungelva bekkefelt;River;NA;9.78;Phoxinus phoxinus;SE;TRUE
002-3796-R;Skrukkelisjøen bekkefelt;River;NA;49.19;Phoxinus phoxinus;SE;TRUE
002-3798-R;Skamdøla;River;NA;69.47;Phoxinus phoxinus;SE;TRUE
002-3799-R;Svartungelva bekkefelt;River;NA;7.47;Phoxinus phoxinus;SE;TRUE
002-3801-R;Tilløpsbekker Gjødingelva;River;NA;37.28;Phoxinus phoxinus;SE;TRUE
002-3802-R;Fjellsjøen bekkefelt;River;NA;9.28;Phoxinus phoxinus;SE;TRUE
002-3803-R;Fjellsjøelva;River;NA;10.76;Phoxinus phoxinus;SE;TRUE
002-3804-R;Langen bekkefelt;River;NA;7.2;Phoxinus phoxinus;SE;TRUE
002-3808-R;Langselva;River;NA;6.46;Phoxinus phoxinus;SE;TRUE
002-3809-R;Langselva bekkefelt;River;NA;13.53;Phoxinus phoxinus;SE;TRUE
002-3811-R;Bekkefelt til Øyangen;River;NA;19.77;Phoxinus phoxinus;SE;TRUE
002-3812-R;Lomtjernselva;River;NA;6.78;Phoxinus phoxinus;SE;TRUE
002-3813-R;Lomtjernselva bekkefelt;River;NA;19.99;Phoxinus phoxinus;SE;TRUE
